mjd,filter,mag,magerr,lm5,sciname,alert,name,redshift
59295.27076,g,21.35836709,0.034298907,24.05339835,c4d_210322_062953_ooi_g_v1.fits.fz,TRUE,2021hmi  ,0.22975
59295.27179,r,21.35320027,0.029681898,24.16356485,c4d_210322_063122_ooi_r_v1.fits.fz,TRUE,,
59295.27316,z,21.76755892,0.089014583,23.30049769,c4d_210322_063321_ooi_z_v1.fits.fz,TRUE,,
59297.22683,g,21.42976485,0.04693115,23.71118151,c4d_210324_052638_ooi_g_v1.fits.fz,TRUE,,
59297.22786,r,21.55017271,0.038697306,24.0623965,c4d_210324_052807_ooi_r_v1.fits.fz,TRUE,,
59297.22923,z,21.94450671,0.115651175,23.20611327,c4d_210324_053005_ooi_z_v1.fits.fz,TRUE,,
59301.18694,g,21.61153947,0.228923915,22.1084136,c4d_210328_042911_ooi_g_v1.fits.fz,FALSE,,
59301.18796,r,21.18328257,0.100220448,22.5830873,c4d_210328_043040_ooi_r_v1.fits.fz,TRUE,,
59301.18935,z,21.56444212,0.123837794,22.72544168,c4d_210328_043240_ooi_z_v1.fits.fz,TRUE,,
59304.23371,z,22.85098816,0.852056645,21.91507807,c4d_210331_053632_ooi_z_v1.fits.fz,FALSE,,
59304.3476,r,21.50082452,0.256090063,21.88507632,c4d_210331_082032_ooi_r_v1.fits.fz,FALSE,,
59307.19452,g,21.42676498,0.218675237,21.99266335,c4d_210403_044006_ooi_g_v1.fits.fz,FALSE,,
59307.19543,r,21.24407471,0.191201437,21.94756227,c4d_210403_044125_ooi_r_v1.fits.fz,FALSE,,
59307.19659,z,21.49875153,0.243502655,21.92490193,c4d_210403_044304_ooi_z_v1.fits.fz,FALSE,,
59307.33657,g,21.28776218,0.097147555,22.75171721,c4d_210403_080439_ooi_g_v1.fits.fz,TRUE,,
59310.19291,g,21.73043491,0.053155684,23.90289335,c4d_210406_043747_ooi_g_v1.fits.fz,TRUE,,
59310.19382,r,21.35635079,0.037403083,23.90820999,c4d_210406_043906_ooi_r_v1.fits.fz,TRUE,,
59310.19496,z,21.66206046,0.089422075,23.18504229,c4d_210406_044044_ooi_z_v1.fits.fz,TRUE,,
59310.33133,g,21.63243435,0.071584112,23.44791384,c4d_210406_075707_ooi_g_v1.fits.fz,TRUE,,
59313.16702,g,21.60773901,0.037467538,24.23689277,c4d_210409_040030_ooi_g_v1.fits.fz,TRUE,,
59313.16793,r,21.56347121,0.034335898,24.25085093,c4d_210409_040149_ooi_r_v1.fits.fz,TRUE,,
59313.16908,z,21.66872739,0.084619175,23.27204183,c4d_210409_040328_ooi_z_v1.fits.fz,FALSE,,
59313.29402,g,21.60701867,0.044055206,24.00542969,c4d_210409_070323_ooi_g_v1.fits.fz,TRUE,,
59316.1515,g,21.94155933,0.060021697,23.99885247,c4d_210412_033809_ooi_g_v1.fits.fz,TRUE,,
59316.15242,r,21.3463055,0.037137306,23.90415337,c4d_210412_033928_ooi_r_v1.fits.fz,TRUE,,
59316.2814,g,21.77860887,0.055080933,23.94154075,c4d_210412_064513_ooi_g_v1.fits.fz,TRUE,,
59319.17344,g,22.14444553,0.055226389,24.32097139,c4d_210415_040945_ooi_g_v1.fits.fz,TRUE,,
59319.17436,r,21.7688534,0.040746046,24.22800209,c4d_210415_041104_ooi_r_v1.fits.fz,TRUE,,
59319.17551,z,22.12841188,0.129315591,23.27737605,c4d_210415_041244_ooi_z_v1.fits.fz,TRUE,,
59319.30412,g,22.14773133,0.059583515,24.23430413,c4d_210415_071756_ooi_g_v1.fits.fz,TRUE,,
59322.17358,g,22.35761822,0.065353146,24.31975621,c4d_210418_040957_ooi_g_v1.fits.fz,FALSE,,
59322.1745,r,22.02254172,0.054810873,24.14148785,c4d_210418_041116_ooi_r_v1.fits.fz,TRUE,,
59322.17565,z,22.21317014,0.140402075,23.23874112,c4d_210418_041255_ooi_z_v1.fits.fz,TRUE,,
59322.29894,g,22.34896361,0.087654336,23.9466386,c4d_210418_071028_ooi_g_v1.fits.fz,TRUE,,
59329.14805,g,23.48938697,0.867554435,22.53659095,c4d_210425_033311_ooi_g_v1.fits.fz,FALSE,,
59329.14898,r,22.15557137,0.178601154,22.91810318,c4d_210425_033431_ooi_r_v1.fits.fz,FALSE,,
59329.2888,g,23.3295369,1.095708916,22.14357508,c4d_210425_065551_ooi_g_v1.fits.fz,FALSE,,
59331.21599,z,22.72492062,0.943665669,21.69073847,c4d_210427_051101_ooi_z_v1.fits.fz,FALSE,,
59331.22539,z,24.04423229,3.652037026,21.53709413,c4d_210427_052433_ooi_z_v1.fits.fz,FALSE,,
59331.26521,z,21.85294846,0.436975438,21.65375606,c4d_210427_062153_ooi_z_v1.fits.fz,FALSE,,
59331.29253,z,22.61679045,2.696599701,20.42890928,c4d_210427_070114_ooi_z_v1.fits.fz,FALSE,,
59333.14531,g,22.45601595,0.355850508,22.47011091,c4d_210429_032914_ooi_g_v1.fits.fz,FALSE,,
59333.14623,r,22.9197853,0.381445647,22.87212413,c4d_210429_033034_ooi_r_v1.fits.fz,FALSE,,
59333.30699,g,22.66482529,0.601458723,22.1181522,c4d_210429_072204_ooi_g_v1.fits.fz,FALSE,,
59337.13967,g,23.15222077,0.194671211,23.86172662,c4d_210503_032107_ooi_g_v1.fits.fz,FALSE,,
59337.14059,r,22.44157529,0.102083424,23.83108196,c4d_210503_032226_ooi_r_v1.fits.fz,FALSE,,
59337.14172,z,22.56550597,0.243227913,23.00229806,c4d_210503_032404_ooi_z_v1.fits.fz,FALSE,,
59337.29842,g,24.99542082,3.009340304,22.68095488,c4d_210503_070943_ooi_g_v1.fits.fz,FALSE,,
59340.15022,r,22.39235002,0.092984424,23.90605877,c4d_210506_033618_ooi_r_v1.fits.fz,TRUE,,
59340.15135,z,22.60209577,0.212228435,23.18274102,c4d_210506_033756_ooi_z_v1.fits.fz,FALSE,,
59340.3259,g,23.18300353,0.484432882,22.8761018,c4d_210506_074917_ooi_g_v1.fits.fz,FALSE,,
59343.15189,g,23.54911741,0.361584456,23.56502275,c4d_210509_033843_ooi_g_v1.fits.fz,FALSE,,
59343.1528,r,22.5151403,0.149503969,23.49812875,c4d_210509_034001_ooi_r_v1.fits.fz,TRUE,,
59343.15394,z,22.07274851,0.636336574,21.4630998,c4d_210509_034140_ooi_z_v1.fits.fz,FALSE,,
59346.15406,g,23.27238638,0.217749275,23.84717138,c4d_210512_034150_ooi_g_v1.fits.fz,FALSE,,
59346.15496,r,22.30724519,0.102852181,23.69567994,c4d_210512_034308_ooi_r_v1.fits.fz,TRUE,,
59346.1561,z,23.21793274,0.531780279,22.81379815,c4d_210512_034447_ooi_z_v1.fits.fz,FALSE,,
