mjd,filter,mag,magerr,lm5,sciname,alert,name,redshift
59295.32866,g,20.52689314,0.016391867,24.2177478,c4d_210322_075316_ooi_g_v1.fits.fz,TRUE,2021hab ,0.151
59295.32968,r,20.50388372,0.01543529,24.09732554,c4d_210322_075444_ooi_r_v1.fits.fz,TRUE,,
59295.33106,z,21.26407118,0.054223604,23.36276141,c4d_210322_075643_ooi_z_v1.fits.fz,FALSE,,
59297.28472,z,21.32720045,0.069955313,23.13769393,c4d_210324_064959_ooi_z_v1.fits.fz,FALSE,,
59297.28714,r,20.50822854,0.018355356,23.97890374,c4d_210324_065328_ooi_r_v1.fits.fz,TRUE,,
59297.2885,g,20.50727648,0.014832122,24.37585709,c4d_210324_065526_ooi_g_v1.fits.fz,TRUE,,
59301.25009,g,20.67922802,0.089225227,22.2178768,c4d_210328_060007_ooi_g_v1.fits.fz,TRUE,,
59301.25115,r,20.5781197,0.049648666,22.75286574,c4d_210328_060139_ooi_r_v1.fits.fz,TRUE,,
59301.25252,z,21.3810233,0.088011293,22.92657977,c4d_210328_060337_ooi_z_v1.fits.fz,FALSE,,
59304.28435,r,20.39628908,0.03655434,22.92342217,c4d_210331_064927_ooi_r_v1.fits.fz,TRUE,,
59304.28663,z,22.32153257,0.533853593,21.88524925,c4d_210331_065245_ooi_z_v1.fits.fz,FALSE,,
59304.33639,r,20.50562354,0.046406634,22.75619195,c4d_210331_080424_ooi_r_v1.fits.fz,TRUE,,
59307.28318,g,20.86287564,0.289104495,21.10546398,c4d_210403_064746_ooi_g_v1.fits.fz,FALSE,,
59307.28408,r,21.42579121,0.667781608,20.76395343,c4d_210403_064904_ooi_r_v1.fits.fz,FALSE,,
59307.28521,z,20.74355807,0.568230684,20.26712376,c4d_210403_065042_ooi_z_v1.fits.fz,FALSE,,
59307.35356,g,20.93246683,0.060348268,22.91945825,c4d_210403_082907_ooi_g_v1.fits.fz,TRUE,,
59310.28444,g,21.17460635,0.036199716,23.81904443,c4d_210406_064935_ooi_g_v1.fits.fz,TRUE,,
59310.28537,r,20.94025807,0.027985054,23.84031029,c4d_210406_065055_ooi_r_v1.fits.fz,TRUE,,
59310.2865,z,22.84295612,0.273647571,23.15634227,c4d_210406_065233_ooi_z_v1.fits.fz,FALSE,,
59310.34873,g,21.14744289,0.035621923,23.79202059,c4d_210406_082210_ooi_g_v1.fits.fz,TRUE,,
59313.23738,g,21.37778245,0.031825178,24.20681502,c4d_210409_054149_ooi_g_v1.fits.fz,TRUE,,
59313.23832,r,21.17854068,0.029540518,24.06282803,c4d_210409_054310_ooi_r_v1.fits.fz,TRUE,,
59313.23947,z,22.48844552,0.205054981,23.10603981,c4d_210409_054450_ooi_z_v1.fits.fz,FALSE,,
59313.31075,g,21.30433207,0.043748325,23.7008082,c4d_210409_072729_ooi_g_v1.fits.fz,FALSE,,
59316.22252,g,21.70794284,0.050505432,23.94519225,c4d_210412_052025_ooi_g_v1.fits.fz,TRUE,,
59316.22345,r,21.23762173,0.033122868,23.94624539,c4d_210412_052146_ooi_r_v1.fits.fz,TRUE,,
59316.2246,z,22.21491573,0.157565309,23.11507371,c4d_210412_052325_ooi_z_v1.fits.fz,FALSE,,
59316.29899,g,21.66929603,0.046213954,24.03197208,c4d_210412_071032_ooi_g_v1.fits.fz,TRUE,,
59319.2593,g,22.02708121,0.041361665,24.52859254,c4d_210415_061323_ooi_g_v1.fits.fz,TRUE,,
59319.26021,r,21.44090086,0.037193805,24.03929458,c4d_210415_061442_ooi_r_v1.fits.fz,TRUE,,
59319.26134,z,22.31224917,0.156166526,23.24700536,c4d_210415_061620_ooi_z_v1.fits.fz,FALSE,,
59319.32151,g,21.97064479,0.051665887,24.21492188,c4d_210415_074258_ooi_g_v1.fits.fz,TRUE,,
59322.25221,g,22.19760137,0.060974431,24.22434685,c4d_210418_060310_ooi_g_v1.fits.fz,FALSE,,
59322.25312,r,21.64812633,0.044281678,24.03155066,c4d_210418_060429_ooi_r_v1.fits.fz,TRUE,,
59322.25428,z,22.34854578,0.185180648,23.07795106,c4d_210418_060609_ooi_z_v1.fits.fz,FALSE,,
59322.3164,g,22.35146103,0.081712808,24.05947827,c4d_210418_073536_ooi_g_v1.fits.fz,TRUE,,
59329.21928,g,22.70049833,0.425520486,22.52784621,c4d_210425_051545_ooi_g_v1.fits.fz,FALSE,,
59329.2202,r,21.66465226,0.120582336,22.85489188,c4d_210425_051704_ooi_r_v1.fits.fz,TRUE,,
59329.22135,z,22.47604228,0.282013667,22.74095298,c4d_210425_051844_ooi_z_v1.fits.fz,FALSE,,
59329.30636,g,22.80006542,0.640576743,22.18294052,c4d_210425_072109_ooi_g_v1.fits.fz,FALSE,,
59333.21283,g,23.7289068,1.204295546,22.42039332,c4d_210429_050628_ooi_g_v1.fits.fz,FALSE,,
59333.21374,r,22.12682617,0.19213596,22.83653254,c4d_210429_050747_ooi_r_v1.fits.fz,FALSE,,
59333.21488,z,22.28414804,0.195220238,22.9715578,c4d_210429_050925_ooi_z_v1.fits.fz,FALSE,,
59337.23104,r,22.23142166,0.133336008,23.35443198,c4d_210503_053241_ooi_r_v1.fits.fz,TRUE,,
59337.23218,g,23.8413103,0.695811783,23.13354648,c4d_210503_053420_ooi_g_v1.fits.fz,FALSE,,
59337.2331,z,22.40028184,0.241752792,22.85659036,c4d_210503_053539_ooi_z_v1.fits.fz,FALSE,,
59337.31052,g,22.80930764,0.353619126,22.84764309,c4d_210503_072708_ooi_g_v1.fits.fz,FALSE,,
59340.28325,g,24.41750665,0.726622374,23.67294886,c4d_210506_064752_ooi_g_v1.fits.fz,FALSE,,
59340.28414,r,22.36609456,0.11507856,23.63614338,c4d_210506_064909_ooi_r_v1.fits.fz,TRUE,,
59340.28529,z,22.81255612,0.35625689,22.83445819,c4d_210506_065048_ooi_z_v1.fits.fz,FALSE,,
59346.25451,g,24.49982742,0.640067098,23.88994196,c4d_210512_060630_ooi_g_v1.fits.fz,FALSE,,
59346.25542,r,22.59207204,0.114120381,23.87281505,c4d_210512_060748_ooi_r_v1.fits.fz,FALSE,,
59346.25656,z,23.66285155,0.698314582,22.94156504,c4d_210512_060926_ooi_z_v1.fits.fz,FALSE,,
59349.26633,g,25.02352482,2.026326335,23.16390358,c4d_210515_062331_ooi_g_v1.fits.fz,FALSE,,
59349.26725,r,22.63105292,0.241230289,23.07317028,c4d_210515_062450_ooi_r_v1.fits.fz,FALSE,,
59349.26841,z,23.06567385,0.752279624,22.266594,c4d_210515_062630_ooi_z_v1.fits.fz,FALSE,,
59352.14675,g,24.04834,0.346578268,24.13588469,c4d_210518_033119_ooi_g_v1.fits.fz,FALSE,,
59352.14767,r,22.54826362,0.096354732,24.01829366,c4d_210518_033238_ooi_r_v1.fits.fz,TRUE,,
59352.14883,z,23.01791904,0.330644162,23.11448358,c4d_210518_033418_ooi_z_v1.fits.fz,FALSE,,
59352.28175,g,23.92785867,0.503621903,23.58794467,c4d_210518_064542_ooi_g_v1.fits.fz,FALSE,,
59356.22093,g,23.33600728,0.530102704,22.91663374,c4d_210522_051808_ooi_g_v1.fits.fz,FALSE,,
59356.22186,r,23.0039191,0.189317957,23.72832045,c4d_210522_051928_ooi_r_v1.fits.fz,FALSE,,
59356.22301,z,23.45679013,0.53303762,23.05579849,c4d_210522_052108_ooi_z_v1.fits.fz,FALSE,,
59367.21066,g,24.25732263,0.63386715,23.64474294,c4d_210602_050320_ooi_g_v1.fits.fz,FALSE,,
59367.21156,r,22.71732693,0.123054679,23.9219005,c4d_210602_050438_ooi_r_v1.fits.fz,FALSE,,
59367.2127,z,24.99558897,2.01178406,23.1338997,c4d_210602_050617_ooi_z_v1.fits.fz,FALSE,,
